"STATION","NAME","DATE","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00190120","AMHERST, MA US","2001-11-05",,"0.00","0.0","0.0","57","34","42"
"USC00190120","AMHERST, MA US","2001-11-06",,"0.08","0.0","0.0","47","39","42"
"USC00190120","AMHERST, MA US","2001-11-07",,"0.00","0.0","0.0","62","31","39"
"USC00190120","AMHERST, MA US","2001-11-08",,"0.00","0.0","0.0","55","23","24"
"USC00190120","AMHERST, MA US","2001-11-09",,"0.08","0.0","0.0","56","24","43"
"USC00190120","AMHERST, MA US","2001-11-10",,"0.00","0.0","0.0","48","25","35"
"USC00190120","AMHERST, MA US","2001-11-11",,"0.00","0.0","0.0","51","28","36"
"USC00190120","AMHERST, MA US","2001-11-12",,"0.00","0.0","0.0","46","17","21"
"USC00190120","AMHERST, MA US","2001-11-13",,"0.00","0.0","0.0","44","14","19"
"USC00190120","AMHERST, MA US","2001-11-14",,"0.00","0.0","0.0","50","18","27"
"USC00190120","AMHERST, MA US","2001-11-15",,"0.06","0.0","0.0","53","27","31"
"USC00190120","AMHERST, MA US","2001-11-16",,"0.03","0.0","0.0","63","42","47"
"USC00190120","AMHERST, MA US","2001-11-17",,"0.00","0.0","0.0","69","31","32"
"USC00190120","AMHERST, MA US","2001-11-18",,"0.00","0.0","0.0","47","21","22"
"USC00190120","AMHERST, MA US","2001-11-19",,"0.00","0.0","0.0","59","22","44"
"USC00190120","AMHERST, MA US","2001-11-20",,"0.05","0.0","0.0","52","43","45"
"USC00190120","AMHERST, MA US","2001-11-21",,"0.00","0.0","0.0","49","22","23"
"USC00190120","AMHERST, MA US","2001-11-22",,"0.00","0.0","0.0","45","22","30"
"USC00190120","AMHERST, MA US","2001-11-23",,"0.00","0.0","0.0","55","25","26"
"USC00190120","AMHERST, MA US","2001-11-24",,"0.00","0.0","0.0","54","26","39"
"USC00190120","AMHERST, MA US","2001-11-25",,"0.11","0.0","0.0","46","38","46"
"USC00190120","AMHERST, MA US","2001-11-26",,"0.23","0.0","0.0","61","43","49"
"USC00190120","AMHERST, MA US","2001-11-27",,"0.00","0.0","0.0","60","19","31"
"USC00190120","AMHERST, MA US","2001-11-28",,"0.03","0.0","0.0","50","31","39"
"USC00190120","AMHERST, MA US","2001-11-29",,"0.14","0.0","0.0","61","38","38"
"USC00190120","AMHERST, MA US","2001-11-30",,"0.13","0.0","0.0","42","36","41"
"USC00190120","AMHERST, MA US","2001-12-01",,"0.10","0.0","0.0","63","42","59"
"USC00190120","AMHERST, MA US","2001-12-02",,"0.00","0.0","0.0","69","39","39"
"USC00190120","AMHERST, MA US","2001-12-03",,"0.00","0.0","0.0","51","23","24"
"USC00190120","AMHERST, MA US","2001-12-04",,"0.00","0.0","0.0","53","23","26"
"USC00190120","AMHERST, MA US","2001-12-05",,"0.01","0.0","0.0","59","25","45"
"USC00190120","AMHERST, MA US","2001-12-06",,"0.00","0.0","0.0","67","41","42"
"USC00190120","AMHERST, MA US","2001-12-07",,"0.00","0.0","0.0","68","34","35"
"USC00190120","AMHERST, MA US","2001-12-08",,"0.00","0.0","0.0","55","23","24"
"USC00190120","AMHERST, MA US","2001-12-09",,"0.62","8.0","8.0","39","24","31"
"USC00190120","AMHERST, MA US","2001-12-10",,"0.00","0.0","5.0","40","14","22"
"USC00190120","AMHERST, MA US","2001-12-11",,"0.00","0.0","4.0","35","21","26"
"USC00190120","AMHERST, MA US","2001-12-12",,"0.00","0.0","2.0","45","20","28"
"USC00190120","AMHERST, MA US","2001-12-13",,"0.02","0.0","0.0","42","27","35"
"USC00190120","AMHERST, MA US","2001-12-14",,"0.04","0.0","0.0","39","33","26"
"USC00190120","AMHERST, MA US","2001-12-15",,"0.41","0.0","0.0","48","35","39"
"USC00190120","AMHERST, MA US","2001-12-16",,"0.00","0.0","0.0","41","24","27"
"USC00190120","AMHERST, MA US","2001-12-17",,"0.00","0.0","0.0","30","25","29"
"USC00190120","AMHERST, MA US","2001-12-18",,"1.06","0.0","0.0","35","28","34"
"USC00190120","AMHERST, MA US","2001-12-19",,"0.02","0.0","0.0","42","28","28"
"USC00190120","AMHERST, MA US","2001-12-20",,"0.00","0.0","0.0","46","25","31"
"USC00190120","AMHERST, MA US","2001-12-21",,"0.02","0.0","0.0","42","28","37"
"USC00190120","AMHERST, MA US","2001-12-22",,"0.00","0.0","0.0","38","18","20"
"USC00190120","AMHERST, MA US","2001-12-23",,"0.00","0.0","0.0","37","14","14"
"USC00190120","AMHERST, MA US","2001-12-24",,"0.48","0.0","0.0","42","15","35"
"USC00190120","AMHERST, MA US","2001-12-25",,"0.00","0.0","0.0","40","18","18"
"USC00190120","AMHERST, MA US","2001-12-26",,"0.00","0.0","0.0","38","27","30"
"USC00190120","AMHERST, MA US","2001-12-27",,"0.00","0.0","0.0","37","13","14"
"USC00190120","AMHERST, MA US","2001-12-28",,"0.00","0.0","0.0","32","11","12"
"USC00190120","AMHERST, MA US","2001-12-29",,"0.00","0.0","0.0","36","9","22"
"USC00190120","AMHERST, MA US","2001-12-30",,"0.00","0.0","0.0","37","18","18"
"USC00190120","AMHERST, MA US","2001-12-31",,"0.00","0.0","0.0","35","15","17"
"USC00190120","AMHERST, MA US","2002-01-01",,"0.00","0.0","0.0","33","9","13"
"USC00190120","AMHERST, MA US","2002-01-02",,"0.00","0.0","0.0","33","10","10"
"USC00190120","AMHERST, MA US","2002-01-03",,"0.00","0.0","0.0","37","12","20"
"USC00190120","AMHERST, MA US","2002-01-04",,"0.00","0.0","0.0","38","13","22"
"USC00190120","AMHERST, MA US","2002-01-05",,"0.00","0.0","0.0","36","18","30"
"USC00190120","AMHERST, MA US","2002-01-06",,"0.00","0.0","0.0","38","24","24"
"USC00190120","AMHERST, MA US","2002-01-07",,"0.22","1.9","2.0","40","24","35"
"USC00190120","AMHERST, MA US","2002-01-08",,"0.09","1.5","4.0","35","5","7"
"USC00190120","AMHERST, MA US","2002-01-09",,"0.00","0.0","4.0","38","5","23"
"USC00190120","AMHERST, MA US","2002-01-10",,"0.02","0.0","3.0","38","23","37"
"USC00190120","AMHERST, MA US","2002-01-11",,"0.00","0.0","1.0","48","29","31"
"USC00190120","AMHERST, MA US","2002-01-12",,"0.00","0.0","0.0","39","28","37"
"USC00190120","AMHERST, MA US","2002-01-13",,"0.16","0.0","0.0","44","31","33"
"USC00190120","AMHERST, MA US","2002-01-14",,"0.09","0.0","0.0","38","22","30"
"USC00190120","AMHERST, MA US","2002-01-15",,"0.00","0.0","0.0","36","26","32"
"USC00190120","AMHERST, MA US","2002-01-16",,"0.00","0.0","0.0","38","30","34"
"USC00190120","AMHERST, MA US","2002-01-17",,"0.09","0.3","0.0","39","29","29"
"USC00190120","AMHERST, MA US","2002-01-18",,"0.00","0.0","0.0","43","22","25"
"USC00190120","AMHERST, MA US","2002-01-19",,"0.00","0.0","0.0","36","19","20"
"USC00190120","AMHERST, MA US","2002-01-20",,"0.21","4.5","5.0","29","6","11"
"USC00190120","AMHERST, MA US","2002-01-21",,"0.00","0.0","3.0","38","11","16"
"USC00190120","AMHERST, MA US","2002-01-22",,"0.09","0.5","3.0","37","13","33"
"USC00190120","AMHERST, MA US","2002-01-23",,"0.00","0.0","0.0","43","18","28"
"USC00190120","AMHERST, MA US","2002-01-24",,"0.00","0.0","0.0","53","24","39"
"USC00190120","AMHERST, MA US","2002-01-25",,"0.00","0.0","0.0","42","29","33"
"USC00190120","AMHERST, MA US","2002-01-26",,"0.00","0.0","0.0","42","25","35"
"USC00190120","AMHERST, MA US","2002-01-27",,"0.00","0.0","0.0","54","21","24"
"USC00190120","AMHERST, MA US","2002-01-28",,"0.00","0.0","0.0","55","21","25"
"USC00190120","AMHERST, MA US","2002-01-29",,"0.00","0.0","0.0","53","24","30"
"USC00190120","AMHERST, MA US","2002-01-30",,"0.10","0.0","0.0","52","24","42"
"USC00190120","AMHERST, MA US","2002-01-31",,"0.00","0.0","0.0","44","30","31"
"USC00190120","AMHERST, MA US","2002-02-01",,"0.40","0.5","0.0","31","27","30"
"USC00190120","AMHERST, MA US","2002-02-02",,"0.23","0.0","0.0","40","22","22"
"USC00190120","AMHERST, MA US","2002-02-03",,"0.00","0.0","0.0","30","12","18"
"USC00190120","AMHERST, MA US","2002-02-04",,"0.00","0.0","0.0","38","13","22"
"USC00190120","AMHERST, MA US","2002-02-05",,"0.00","0.0","0.0","40","15","15"
"USC00190120","AMHERST, MA US","2002-02-06",,"0.00","0.0","0.0","29","13","23"
"USC00190120","AMHERST, MA US","2002-02-07",,"0.00","0.0","0.0","39","18","24"
"USC00190120","AMHERST, MA US","2002-02-08",,"0.00","0.0","0.0","40","21","24"
"USC00190120","AMHERST, MA US","2002-02-09",,"0.00","0.0","0.0","47","22","28"
"USC00190120","AMHERST, MA US","2002-02-10",,"0.00","0.0","0.0","34","17","25"
"USC00190120","AMHERST, MA US","2002-02-11",,"0.65","0.0","0.0","49","24","37"
"USC00190120","AMHERST, MA US","2002-02-12",,"0.09","0.0","0.0","37","11","16"
"USC00190120","AMHERST, MA US","2002-02-13",,"0.00","0.0","0.0","39","14","15"
"USC00190120","AMHERST, MA US","2002-02-14",,"0.00","0.0","0.0","39","9","10"
"USC00190120","AMHERST, MA US","2002-02-15",,"0.00","0.0","0.0","39","8","29"
"USC00190120","AMHERST, MA US","2002-02-16",,"0.00","0.0","0.0","47","29","34"
"USC00190120","AMHERST, MA US","2002-02-17",,"0.03","0.3","0.0","55","28","32"
"USC00190120","AMHERST, MA US","2002-02-18",,"0.46","1.3","1.0","37","26","26"
"USC00190120","AMHERST, MA US","2002-02-19",,"0.00","0.0","0.0","38","15","17"
"USC00190120","AMHERST, MA US","2002-02-20",,"0.00","0.0","0.0","51","15","32"
"USC00190120","AMHERST, MA US","2002-02-21",,"0.47","0.0","0.0","51","22","45"
"USC00190120","AMHERST, MA US","2002-02-22",,"0.03","0.0","0.0","58","33","35"
"USC00190120","AMHERST, MA US","2002-02-23",,"0.00","0.0","0.0","45","25","30"
"USC00190120","AMHERST, MA US","2002-02-24",,"0.00","0.0","0.0","44","20","24"
"USC00190120","AMHERST, MA US","2002-02-25",,"0.00","0.0","0.0","47","23","28"
"USC00190120","AMHERST, MA US","2002-02-26",,"0.00","0.0","0.0","53","27","41"
"USC00190120","AMHERST, MA US","2002-02-27",,"0.01","0.0","0.0","63","39","42"
"USC00190120","AMHERST, MA US","2002-02-28",,"0.12","0.0","0.0","42","22","23"
"USC00190120","AMHERST, MA US","2002-03-01",,"0.00","0.0","0.0","36","15","18"
"USC00190120","AMHERST, MA US","2002-03-02",,"0.00","0.0","0.0","44","18","21"
"USC00190120","AMHERST, MA US","2002-03-03",,"0.83","0.0","0.0","49","21","49"
"USC00190120","AMHERST, MA US","2002-03-04",,"0.00","0.0","0.0","61","28","29"
"USC00190120","AMHERST, MA US","2002-03-05",,"0.00","0.0","0.0","35","17","20"
"USC00190120","AMHERST, MA US","2002-03-06",,"0.00","0.0","0.0","33","19","29"
"USC00190120","AMHERST, MA US","2002-03-07",,"0.00","0.0","0.0","53","23","27"
"USC00190120","AMHERST, MA US","2002-03-08",,"0.00","0.0","0.0","58","27","32"
"USC00190120","AMHERST, MA US","2002-03-09",,"0.00","0.0","0.0","64","30","57"
"USC00190120","AMHERST, MA US","2002-03-10",,"0.43","0.0","0.0","62","40","40"
"USC00190120","AMHERST, MA US","2002-03-11",,"0.00","0.0","0.0","42","23","27"
"USC00190120","AMHERST, MA US","2002-03-12",,"0.00","0.0","0.0","38","24","34"
"USC00190120","AMHERST, MA US","2002-03-13",,"0.00","0.0","0.0","40","24","28"
"USC00190120","AMHERST, MA US","2002-03-14",,"0.08","0.0","0.0","40","27","35"
"USC00190120","AMHERST, MA US","2002-03-15",,"0.00","0.0","0.0","61","32","39"
"USC00190120","AMHERST, MA US","2002-03-16",,"0.19","0.0","0.0","48","38","41"
"USC00190120","AMHERST, MA US","2002-03-17",,"0.00","0.0","0.0","49","22","26"
"USC00190120","AMHERST, MA US","2002-03-18",,"0.16","1.5","2.0","44","26","31"
"USC00190120","AMHERST, MA US","2002-03-19",,"0.31","1.8","3.0","34","29","33"
"USC00190120","AMHERST, MA US","2002-03-20",,"0.00","0.0","0.0","43","32","35"
"USC00190120","AMHERST, MA US","2002-03-21",,"0.85","3.0","4.0","38","27","33"
"USC00190120","AMHERST, MA US","2002-03-22",,"0.00","0.0","0.0","48","15","16"
"USC00190120","AMHERST, MA US","2002-03-23",,"0.00","0.0","0.0","29","13","25"
"USC00190120","AMHERST, MA US","2002-03-24",,"0.00","0.0","0.0","42","25","34"
"USC00190120","AMHERST, MA US","2002-03-25",,"0.00","0.0","0.0","49","32","33"
"USC00190120","AMHERST, MA US","2002-03-26",,"0.00","0.0","0.0","45","32","34"
"USC00190120","AMHERST, MA US","2002-03-27",,"0.82","0.0","0.0","39","33","37"
"USC00190120","AMHERST, MA US","2002-03-28",,"0.00","0.0","0.0","47","27","36"
"USC00190120","AMHERST, MA US","2002-03-29",,"0.00","0.0","0.0","53","25","31"
"USC00190120","AMHERST, MA US","2002-03-30",,"0.11","0.0","0.0","60","29","51"
"USC00190120","AMHERST, MA US","2002-03-31",,"0.02","0.0","0.0","63","37","41"
"USC00190120","AMHERST, MA US","2002-04-01",,"0.42","0.0","0.0","63","41","45"
"USC00190120","AMHERST, MA US","2002-04-02",,"0.00","0.0","0.0","57","32","41"
"USC00190120","AMHERST, MA US","2002-04-03",,"0.02","0.0","0.0","57","39","56"
"USC00190120","AMHERST, MA US","2002-04-04",,"0.18","0.0","0.0","69","28","37"
"USC00190120","AMHERST, MA US","2002-04-05",,"0.01","0.0","0.0","47","20","32"
"USC00190120","AMHERST, MA US","2002-04-06",,"0.00","0.0","0.0","43","25","35"
"USC00190120","AMHERST, MA US","2002-04-07",,"0.00","0.0","0.0","44","18","21"
"USC00190120","AMHERST, MA US","2002-04-08",,"0.00","0.0","0.0","49","20","41"
"USC00190120","AMHERST, MA US","2002-04-09",,"0.01","0.0","0.0","57","40","52"
"USC00190120","AMHERST, MA US","2002-04-10",,"0.20","0.0","0.0","73","47","48"
"USC00190120","AMHERST, MA US","2002-04-11",,"0.00","0.0","0.0","63","33","39"
"USC00190120","AMHERST, MA US","2002-04-12",,"0.00","0.0","0.0","63","29","33"
"USC00190120","AMHERST, MA US","2002-04-13",,"0.00","0.0","0.0","67","33","57"
"USC00190120","AMHERST, MA US","2002-04-14",,"0.10","0.0","0.0","72","49","56"
"USC00190120","AMHERST, MA US","2002-04-15",,"0.71","0.0","0.0","74","56","60"
"USC00190120","AMHERST, MA US","2002-04-16",,"0.10","0.0","0.0","77","49","53"
"USC00190120","AMHERST, MA US","2002-04-17",,"0.00","0.0","0.0","90","52","59"
"USC00190120","AMHERST, MA US","2002-04-18",,"0.01","0.0","0.0","93","57","60"
"USC00190120","AMHERST, MA US","2002-04-19",,"0.00","0.0","0.0","90","58","59"
"USC00190120","AMHERST, MA US","2002-04-20",,"0.05","0.0","0.0","76","45","60"
"USC00190120","AMHERST, MA US","2002-04-21",,"0.05","0.0","0.0","64","36","41"
"USC00190120","AMHERST, MA US","2002-04-22",,"0.00","0.0","0.0","54","38","39"
"USC00190120","AMHERST, MA US","2002-04-23",,"0.36","0.0","0.0","39","34","35"
"USC00190120","AMHERST, MA US","2002-04-24",,"0.00","0.0","0.0","48","27","28"
"USC00190120","AMHERST, MA US","2002-04-25",,"0.00","0.0","0.0","60","25","39"
"USC00190120","AMHERST, MA US","2002-04-26",,"0.52","0.0","0.0","58","29","32"
"USC00190120","AMHERST, MA US","2002-04-27",,"0.00","0.0","0.0","49","25","36"
"USC00190120","AMHERST, MA US","2002-04-28",,"0.07","0.0","0.0","59","36","40"
"USC00190120","AMHERST, MA US","2002-04-29",,"0.67","0.0","0.0","49","40","45"
"USC00190120","AMHERST, MA US","2002-04-30",,"0.37","0.0","0.0","44","35","39"
"USC00190120","AMHERST, MA US","2002-05-01",,"0.05","0.0","0.0","54","34","43"
"USC00190120","AMHERST, MA US","2002-05-02",,"0.04","0.0","0.0","58","36","42"
"USC00190120","AMHERST, MA US","2002-05-03",,"0.42","0.0","0.0","49","39","47"
"USC00190120","AMHERST, MA US","2002-05-04",,"0.00","0.0","0.0","53","34","45"
"USC00190120","AMHERST, MA US","2002-05-05",,"0.00","0.0","0.0","68","37","41"
"USC00190120","AMHERST, MA US","2002-05-06",,"0.00","0.0","0.0","74","38","46"
"USC00190120","AMHERST, MA US","2002-05-07",,"0.00","0.0","0.0","78","45","55"
"USC00190120","AMHERST, MA US","2002-05-08",,"0.00","0.0","0.0","78","52","53"
"USC00190120","AMHERST, MA US","2002-05-09",,"0.01","0.0","0.0","70","49","50"
"USC00190120","AMHERST, MA US","2002-05-10",,"0.11","0.0","0.0","58","47","51"
"USC00190120","AMHERST, MA US","2002-05-11",,"0.00","0.0","0.0","75","41","47"
"USC00190120","AMHERST, MA US","2002-05-12",,"0.00","0.0","0.0","66","47","51"
"USC00190120","AMHERST, MA US","2002-05-13",,"0.54","0.0","0.0","54","43","45"
"USC00190120","AMHERST, MA US","2002-05-14",,"2.28","0.0","0.0","49","42","43"
"USC00190120","AMHERST, MA US","2002-05-15",,"0.12","0.0","0.0","59","40","45"
"USC00190120","AMHERST, MA US","2002-05-16",,"0.00","0.0","0.0","62","37","48"
"USC00190120","AMHERST, MA US","2002-05-17",,"0.00","0.0","0.0","79","44","60"
"USC00190120","AMHERST, MA US","2002-05-18",,"0.59","0.0","0.0","70","39","39"
"USC00190120","AMHERST, MA US","2002-05-19",,"0.47","0.0","0.0","48","30","36"
"USC00190120","AMHERST, MA US","2002-05-20",,"0.00","0.0","0.0","56","27","35"
"USC00190120","AMHERST, MA US","2002-05-21",,"0.00","0.0","0.0","56","28","37"
"USC00190120","AMHERST, MA US","2002-05-22",,"0.00","0.0","0.0","60","32","41"
"USC00190120","AMHERST, MA US","2002-05-23",,"0.00","0.0","0.0","69","35","44"
"USC00190120","AMHERST, MA US","2002-05-24",,"0.00","0.0","0.0","77","42","52"
"USC00190120","AMHERST, MA US","2002-05-25",,"0.00","0.0","0.0","83","46","48"
"USC00190120","AMHERST, MA US","2002-05-26",,"0.00","0.0","0.0","69","47","52"
"USC00190120","AMHERST, MA US","2002-05-27",,"0.05","0.0","0.0","64","50","55"
"USC00190120","AMHERST, MA US","2002-05-28",,"0.02","0.0","0.0","79","54","63"
"USC00190120","AMHERST, MA US","2002-05-29",,"0.13","0.0","0.0","78","60","63"
"USC00190120","AMHERST, MA US","2002-05-30",,"0.00","0.0","0.0","79","62","64"
"USC00190120","AMHERST, MA US","2002-05-31",,"0.00","0.0","0.0","82","63","68"
"USC00190120","AMHERST, MA US","2002-06-01",,"0.23","0.0","0.0","82","54","61"
"USC00190120","AMHERST, MA US","2002-06-02",,"0.01","0.0","0.0","85","57","60"
"USC00190120","AMHERST, MA US","2002-06-03",,"0.00","0.0","0.0","73","40","49"
"USC00190120","AMHERST, MA US","2002-06-04",,"0.00","0.0","0.0","69","38","48"
"USC00190120","AMHERST, MA US","2002-06-05",,"0.04","0.0","0.0","73","45","63"
"USC00190120","AMHERST, MA US","2002-06-06",,"1.48","0.0","0.0","76","62","68"
"USC00190120","AMHERST, MA US","2002-06-07",,"1.25","0.0","0.0","68","54","56"
"USC00190120","AMHERST, MA US","2002-06-08",,"0.00","0.0","0.0","67","42","46"
"USC00190120","AMHERST, MA US","2002-06-09",,"0.00","0.0","0.0","72","46","55"
"USC00190120","AMHERST, MA US","2002-06-10",,"0.00","0.0","0.0","81","53","59"
"USC00190120","AMHERST, MA US","2002-06-11",,"0.00","0.0","0.0","78","56","62"
"USC00190120","AMHERST, MA US","2002-06-12",,"0.16","0.0","0.0","90","58","59"
"USC00190120","AMHERST, MA US","2002-06-13",,"0.13","0.0","0.0","64","43","55"
"USC00190120","AMHERST, MA US","2002-06-14",,"0.00","0.0","0.0","67","53","58"
"USC00190120","AMHERST, MA US","2002-06-15",,"0.19","0.0","0.0","66","53","53"
"USC00190120","AMHERST, MA US","2002-06-16",,"0.06","0.0","0.0","57","49","50"
"USC00190120","AMHERST, MA US","2002-06-17",,"0.41","0.0","0.0","60","49","56"
"USC00190120","AMHERST, MA US","2002-06-18",,"0.00","0.0","0.0","75","47","53"
"USC00190120","AMHERST, MA US","2002-06-19",,"0.01","0.0","0.0","78","52","60"
"USC00190120","AMHERST, MA US","2002-06-20",,"0.00","0.0","0.0","82","54","58"
"USC00190120","AMHERST, MA US","2002-06-21",,"0.00","0.0","0.0","83","54","62"
"USC00190120","AMHERST, MA US","2002-06-22",,"0.00","0.0","0.0","85","60","66"
"USC00190120","AMHERST, MA US","2002-06-23",,"0.28","0.0","0.0","81","65","66"
"USC00190120","AMHERST, MA US","2002-06-24",,"0.07","0.0","0.0","85","66","74"
"USC00190120","AMHERST, MA US","2002-06-25",,"0.00","0.0","0.0","85","49","57"
"USC00190120","AMHERST, MA US","2002-06-26",,"0.00","0.0","0.0","83","56","66"
"USC00190120","AMHERST, MA US","2002-06-27",,"0.00","0.0","0.0","92","67","75"
"USC00190120","AMHERST, MA US","2002-06-28",,"0.35","0.0","0.0","90","65","70"
"USC00190120","AMHERST, MA US","2002-06-29",,"0.13","0.0","0.0","83","57","64"
"USC00190120","AMHERST, MA US","2002-06-30",,"0.00","0.0","0.0","87","59","64"
"USC00190120","AMHERST, MA US","2002-07-01",,"0.00","0.0","0.0","90","64","73"
"USC00190120","AMHERST, MA US","2002-07-02",,"0.00","0.0","0.0","88","65","72"
"USC00190120","AMHERST, MA US","2002-07-03",,"0.00","0.0","0.0","94","68","75"
"USC00190120","AMHERST, MA US","2002-07-04",,"0.00","0.0","0.0","96","68","74"
"USC00190120","AMHERST, MA US","2002-07-05",,"0.03","0.0","0.0","95","64","72"
"USC00190120","AMHERST, MA US","2002-07-06",,"0.00","0.0","0.0","78","55","60"
"USC00190120","AMHERST, MA US","2002-07-07",,"0.00","0.0","0.0","82","56","59"
"USC00190120","AMHERST, MA US","2002-07-08",,"0.00","0.0","0.0","82","55","61"
"USC00190120","AMHERST, MA US","2002-07-09",,"0.00","0.0","0.0","90","58","72"
"USC00190120","AMHERST, MA US","2002-07-10",,"0.21","0.0","0.0","87","63","66"
"USC00190120","AMHERST, MA US","2002-07-11",,"0.00","0.0","0.0","79","45","55"
"USC00190120","AMHERST, MA US","2002-07-12",,"0.00","0.0","0.0","75","45","54"
"USC00190120","AMHERST, MA US","2002-07-13",,"0.00","0.0","0.0","80","51","61"
"USC00190120","AMHERST, MA US","2002-07-14",,"0.00","0.0","0.0","86","59","62"
"USC00190120","AMHERST, MA US","2002-07-15",,"0.00","0.0","0.0","85","60","67"
"USC00190120","AMHERST, MA US","2002-07-16",,"0.01","0.0","0.0","88","60","65"
"USC00190120","AMHERST, MA US","2002-07-17",,"0.00","0.0","0.0","81","52","57"
"USC00190120","AMHERST, MA US","2002-07-18",,"0.00","0.0","0.0","89","69","56"
"USC00190120","AMHERST, MA US","2002-07-19",,"1.12","0.0","0.0","92","69","69"
"USC00190120","AMHERST, MA US","2002-07-20",,"0.34","0.0","0.0","81","66","67"
"USC00190120","AMHERST, MA US","2002-07-21",,"0.00","0.0","0.0","85","67","68"
"USC00190120","AMHERST, MA US","2002-07-22",,"0.00","0.0","0.0","84","66","69"
"USC00190120","AMHERST, MA US","2002-07-23",,"0.00","0.0","0.0","89","69","74"
"USC00190120","AMHERST, MA US","2002-07-24",,"0.37","0.0","0.0","94","61","61"
"USC00190120","AMHERST, MA US","2002-07-25",,"0.00","0.0","0.0","78","49","55"
"USC00190120","AMHERST, MA US","2002-07-26",,"0.00","0.0","0.0","78","52","55"
"USC00190120","AMHERST, MA US","2002-07-27",,"0.00","0.0","0.0","74","55","64"
"USC00190120","AMHERST, MA US","2002-07-28",,"0.00","0.0","0.0","74","62","66"
"USC00190120","AMHERST, MA US","2002-07-29",,"0.00","0.0","0.0","76","66","71"
"USC00190120","AMHERST, MA US","2002-07-30",,"0.00","0.0","0.0","92","66","69"
"USC00190120","AMHERST, MA US","2002-07-31",,"0.00","0.0","0.0","92","62","67"
"USC00190120","AMHERST, MA US","2002-08-01",,"0.00","0.0","0.0","92","62","67"
"USC00190120","AMHERST, MA US","2002-08-02",,"0.00","0.0","0.0","95","65","69"
"USC00190120","AMHERST, MA US","2002-08-03",,"1.38","0.0","0.0","90","61","65"
"USC00190120","AMHERST, MA US","2002-08-04",,"0.00","0.0","0.0","92","63","66"
"USC00190120","AMHERST, MA US","2002-08-05",,"0.00","0.0","0.0","91","67","75"
"USC00190120","AMHERST, MA US","2002-08-06",,"0.00","0.0","0.0","90","65","67"
"USC00190120","AMHERST, MA US","2002-08-07",,"0.00","0.0","0.0","73","52","60"
"USC00190120","AMHERST, MA US","2002-08-08",,"0.00","0.0","0.0","79","49","54"
"USC00190120","AMHERST, MA US","2002-08-09",,"0.00","0.0","0.0","80","48","53"
"USC00190120","AMHERST, MA US","2002-08-10",,"0.00","0.0","0.0","84","53","61"
"USC00190120","AMHERST, MA US","2002-08-11",,"0.10","0.0","0.0","88","58","63"
"USC00190120","AMHERST, MA US","2002-08-12",,"0.00","0.0","0.0","92","62","65"
"USC00190120","AMHERST, MA US","2002-08-13",,"0.00","0.0","0.0","95","64","66"
"USC00190120","AMHERST, MA US","2002-08-14",,"0.00","0.0","0.0","97","66","68"
"USC00190120","AMHERST, MA US","2002-08-15",,"0.00","0.0","0.0","97","68","72"
"USC00190120","AMHERST, MA US","2002-08-16",,"0.00","0.0","0.0","93","72","75"
"USC00190120","AMHERST, MA US","2002-08-17",,"0.00","0.0","0.0","94","67","70"
"USC00190120","AMHERST, MA US","2002-08-18",,"0.00","0.0","0.0","94","67","68"
"USC00190120","AMHERST, MA US","2002-08-19",,"0.00","0.0","0.0","96","62","64"
"USC00190120","AMHERST, MA US","2002-08-20",,"0.12","0.0","0.0","93","62","64"
"USC00190120","AMHERST, MA US","2002-08-21",,"0.01","0.0","0.0","83","52","56"
"USC00190120","AMHERST, MA US","2002-08-22",,"0.00","0.0","0.0","85","54","57"
"USC00190120","AMHERST, MA US","2002-08-23",,"0.00","0.0","0.0","83","57","67"
"USC00190120","AMHERST, MA US","2002-08-24",,"0.00","0.0","0.0","79","53","56"
"USC00190120","AMHERST, MA US","2002-08-25",,"0.13","0.0","0.0","65","54","55"
"USC00190120","AMHERST, MA US","2002-08-26",,"0.00","0.0","0.0","84","50","53"
"USC00190120","AMHERST, MA US","2002-08-27",,"0.00","0.0","0.0","84","54","57"
"USC00190120","AMHERST, MA US","2002-08-28",,"0.00","0.0","0.0","86","57","58"
"USC00190120","AMHERST, MA US","2002-08-29",,"0.00","0.0","0.0","86","57","58"
"USC00190120","AMHERST, MA US","2002-08-30",,"1.67","0.0","0.0","62","57","58"
"USC00190120","AMHERST, MA US","2002-08-31",,"0.00","0.0","0.0","80","55","62"
"USC00190120","AMHERST, MA US","2002-09-01",,"0.00","0.0","0.0","73","48","48"
"USC00190120","AMHERST, MA US","2002-09-02",,"0.10","0.0","0.0","68","48","58"
"USC00190120","AMHERST, MA US","2002-09-03",,"0.04","0.0","0.0","68","58","63"
"USC00190120","AMHERST, MA US","2002-09-04",,"0.04","0.0","0.0","82","63","67"
"USC00190120","AMHERST, MA US","2002-09-05",,"0.00","0.0","0.0","86","53","54"
"USC00190120","AMHERST, MA US","2002-09-06",,"0.00","0.0","0.0","86","53","54"
"USC00190120","AMHERST, MA US","2002-09-07",,"0.00","0.0","0.0","83","44","48"
"USC00190120","AMHERST, MA US","2002-09-08",,"0.00","0.0","0.0","84","48","51"
"USC00190120","AMHERST, MA US","2002-09-09",,"0.00","0.0","0.0","88","51","56"
"USC00190120","AMHERST, MA US","2002-09-10",,"0.00","0.0","0.0","93","56","60"
